Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
5255,174,10029,1Fam,9,5,2,1,5,1971,716,8,GasA,Y,2057,0,2006,216241.63509264
5256,78,11404,1Fam,5,5,2,1,8,2003,1040,3,GasA,Y,988,0,2006,161218.953684232
5257,70,4403,TwnhsE,7,6,1,0,6,2007,1358,2,GasA,Y,1217,0,2007,222720.911010566
5258,60,7800,1Fam,5,6,2,0,8,2003,912,3,GasW,Y,1750,0,2010,193814.791743029
5259,65,7000,1Fam,7,5,2,1,9,2000,990,3,GasA,Y,2200,0,2007,208232.074745716
5260,,21535,1Fam,7,6,2,1,9,1920,728,3,GasA,Y,1430,0,2006,167202.57927311
5261,71,10832,1Fam,6,5,2,1,6,1995,561,3,GasA,Y,1829,0,2007,179448.781626073
5262,63,9020,1Fam,6,4,1,0,6,1949,958,4,GasA,Y,1836,0,2009,115586.735496683
5263,,15138,1Fam,4,5,1,0,6,1993,270,3,GasA,Y,1509,0,2009,142798.639565614
5264,96,9187,1Fam,5,5,2,1,10,2005,1094,2,GasA,Y,1028,0,2006,146309.059984557
5265,64,10832,1Fam,8,7,1,1,7,1915,864,3,GasA,Y,1481,0,2006,194732.331513889
5266,21,6960,1Fam,3,4,2,0,8,1963,975,3,GasA,Y,1959,0,2009,166198.379934527
5267,50,8500,1Fam,4,5,1,1,7,1960,740,2,GasA,Y,2646,0,2009,151790.492946926
5268,35,8320,1Fam,7,8,1,1,7,2002,1063,3,GasA,Y,1358,0,2007,160467.952016116
5269,74,10206,1Fam,8,6,1,0,6,2009,1199,3,GasA,Y,987,0,2007,210387.370945599
5270,55,9135,1Fam,5,6,1,0,5,1970,1148,4,GasA,Y,1393,0,2006,146122.436559022
5271,75,13600,1Fam,6,5,2,1,7,1955,915,2,GasA,Y,1950,0,2009,195255.450124319
5272,51,9900,1Fam,7,6,2,0,8,1910,736,4,GasA,Y,1135,0,2009,146497.620435357
5273,,8089,1Fam,4,5,1,0,5,1980,716,3,GasA,Y,864,0,2006,120043.367553666
5274,70,17671,1Fam,5,7,2,1,7,1976,770,4,GasA,Y,1472,0,2008,166165.986206267
5275,60,21000,1Fam,7,5,1,0,9,2006,1385,2,GasA,Y,848,0,2008,162958.078465113
5276,63,14948,1Fam,6,5,2,0,6,1949,1098,2,GasA,Y,1505,0,2007,188938.517249348
5277,50,12677,1Fam,5,5,2,0,6,1890,1337,3,GasA,Y,1646,0,2006,117356.459368319
5278,39,7390,Twnhs,7,5,3,1,6,1978,1436,3,GasA,Y,1301,0,2008,213456.779828191
5279,24,8973,1Fam,7,5,1,0,6,1982,813,3,GasA,Y,1717,0,2009,207526.626662131
5280,92,3196,1Fam,8,5,2,0,6,2006,624,3,GasA,Y,2042,0,2006,221275.493307583
5281,60,24090,Twnhs,6,8,1,0,7,1960,1952,3,GasA,Y,1733,0,2009,159157.806004458
5282,,9056,1Fam,6,5,1,0,8,1977,551,3,GasA,Y,928,0,2006,134707.870173935
5283,72,21695,1Fam,5,5,1,0,8,2001,1297,4,GasA,Y,2515,0,2009,247034.742262855
5284,88,10448,1Fam,8,5,1,1,6,2007,1020,4,GasA,Y,1718,0,2007,222488.387207018
5285,,14803,1Fam,7,7,2,1,5,1921,876,3,GasA,Y,789,0,2009,169196.719278166
5286,,10320,1Fam,5,9,1,0,9,1977,1127,3,GasA,Y,1336,0,2009,142104.781163299
5287,82,12209,1Fam,5,5,1,0,7,1936,804,2,GasA,Y,2554,0,2010,213443.914645363
5288,77,16492,1Fam,5,5,1,0,4,2002,811,2,GasA,Y,987,0,2010,131161.765664449
5289,72,12493,1Fam,7,6,1,1,6,1922,1088,3,GasA,Y,1632,0,2006,216370.222345351
5290,65,12244,1Fam,5,5,2,0,6,1967,1141,3,GasA,Y,1056,0,2009,148543.887239702
5291,76,9600,1Fam,6,5,1,0,6,1940,998,3,GasA,Y,1368,0,2006,150235.991196516
5292,,11040,1Fam,7,5,3,0,6,1959,958,3,GasA,Y,1121,0,2008,120308.43735485
5293,70,11764,1Fam,5,5,2,0,8,1970,1127,3,GasA,Y,1117,0,2010,162029.312692908
5294,79,9017,TwnhsE,7,9,1,0,6,2009,458,4,GasA,Y,1541,0,2007,183820.541818829
5295,40,8755,1Fam,6,5,2,0,5,1972,1629,3,GasA,Y,892,0,2007,154500.293783822
5296,48,6000,1Fam,6,5,1,0,11,2004,804,2,GasA,Y,1008,0,2008,133456.239591605
5297,57,9830,1Fam,6,5,2,1,5,1996,864,4,GasA,Y,1126,0,2006,135400.405120308
5298,99,12144,1Fam,5,6,2,1,5,1959,912,3,GasA,Y,1430,0,2006,159657.331805402
5299,39,8750,1Fam,4,5,3,0,5,1974,1431,4,GasA,Y,1453,0,2007,155403.198931097
5300,65,7590,1Fam,5,5,2,1,5,2005,1541,3,GasA,Y,803,0,2010,136916.838049875
5301,63,10011,1Fam,6,7,1,0,6,2007,1184,3,GasA,Y,1796,0,2009,197180.64312154
5302,50,10355,1Fam,7,6,2,0,4,1920,0,3,GasA,Y,2062,0,2009,152772.995098729
5303,,7590,1Fam,7,5,2,1,8,1920,1848,3,GasA,Y,1641,0,2010,174440.910418203
5304,74,8960,1Fam,6,5,2,0,6,1918,1148,3,GasA,Y,1888,0,2010,201769.432540058
5305,80,11096,2fmCon,6,5,1,1,7,2003,1214,3,GasA,Y,630,0,2009,117599.310610708
5306,,6240,1Fam,5,5,2,0,8,1953,1698,3,GasA,Y,1436,0,2006,122706.5017228
5307,,3675,1Fam,8,6,2,1,8,1928,907,3,GasA,Y,1095,0,2007,171899.455550606
5308,74,7032,1Fam,8,5,2,0,5,1994,1156,2,GasA,Y,1184,0,2006,155188.176555073
5309,96,6768,1Fam,5,5,2,0,7,1977,864,3,GasA,Y,2161,0,2009,174111.515950466
5310,55,8877,1Fam,10,8,1,0,8,2002,928,3,GasA,Y,1003,0,2006,223560.098520026
5311,137,5687,TwnhsE,8,5,1,1,7,2004,1028,2,GasA,Y,1208,0,2007,194310.486487438
5312,40,5604,1Fam,7,5,2,0,7,1920,910,3,GasA,Y,1355,0,2008,141745.576079274
5313,134,1920,1Fam,7,5,3,0,7,1989,780,3,GasA,Y,1968,0,2008,156630.403110896
5314,65,8100,1Fam,6,7,2,0,6,2006,1337,4,GasA,Y,1895,0,2006,192462.941324223
5315,47,13650,1Fam,7,5,1,0,9,1990,936,3,GasA,Y,764,0,2009,165977.150359804
5316,92,11616,1Fam,7,6,2,1,7,1962,1337,3,GasA,Y,892,0,2010,118858.868249416
5317,60,3182,1Fam,5,5,2,1,7,1963,858,3,GasA,N,789,0,2006,113748.735098582
5318,61,16285,1Fam,5,6,1,0,8,1914,650,3,GasA,Y,1602,0,2010,163591.198964616
5319,48,164660,1Fam,5,5,1,0,6,2007,672,3,GasA,Y,2126,0,2010,179657.98022545
5320,70,10800,1Fam,7,6,1,0,5,1980,802,3,GasA,Y,1516,0,2010,167540.347289553
5321,69,6629,1Fam,4,5,2,0,6,1924,1262,4,GasA,Y,1575,0,2009,143575.91254158
5322,60,4500,TwnhsE,8,5,2,0,8,1940,1606,3,GasA,Y,520,0,2009,201908.881540404
5323,,7301,1Fam,6,5,2,0,9,1961,1375,4,GasA,Y,1950,0,2009,206151.94437847
5324,,7685,1Fam,7,5,1,1,5,1925,596,3,GasA,Y,1054,0,2007,134205.643876654
5325,,10267,1Fam,5,7,1,0,6,1926,1860,3,GasA,Y,1220,0,2008,151989.813581569
5326,,11241,1Fam,8,6,2,0,9,1980,612,3,GasA,Y,1644,0,2006,188878.106609652
5327,144,7200,1Fam,5,9,1,1,8,1934,817,3,GasA,Y,2034,0,2008,187697.931507584
5328,,13478,1Fam,4,5,1,0,8,1958,1040,6,GasA,N,1573,0,2010,126801.463867635
5329,,15602,1Fam,6,6,1,0,6,2006,1722,3,GasA,Y,2358,0,2007,250699.109010056
5330,81,7399,1Fam,6,5,2,0,4,1995,776,3,GasA,Y,1786,0,2007,202465.897351476
5331,40,12099,1Fam,7,6,2,0,6,1931,864,3,GasA,Y,1710,0,2006,191811.847268453
5332,,12227,1Fam,6,5,1,1,8,1910,1194,3,GasA,Y,2574,0,2006,187907.534567
5333,75,13125,1Fam,4,5,1,0,8,1956,483,3,GasA,Y,1111,0,2010,99290.8560847403
5334,70,14375,1Fam,7,5,1,1,9,1983,874,3,GasA,Y,910,0,2008,164103.092140236
5335,91,9100,1Fam,8,5,2,0,7,1975,1766,1,GasA,Y,752,0,2007,248608.465363565
5336,,3922,1Fam,9,5,1,0,5,1968,672,3,GasA,Y,1310,0,2009,159670.471810193
5337,60,9600,1Fam,6,5,2,0,5,1937,715,3,GasA,Y,1029,0,2006,106182.274753429
5338,,21535,1Fam,6,6,2,0,7,1918,1084,2,GasA,Y,1852,0,2009,199134.114586505
5339,56,15611,1Fam,6,5,2,0,7,1954,728,4,GasA,Y,1432,0,2007,127366.034199872
5340,73,11885,1Fam,5,5,2,0,5,1990,616,3,GasA,Y,1621,0,2009,157426.953695065
5341,34,10800,1Fam,6,5,1,0,12,2004,848,3,GasA,Y,1484,0,2007,181531.078396426
5342,90,10141,1Fam,5,5,2,0,6,1961,1616,1,GasA,Y,1008,0,2008,181868.783141474
5343,74,2665,1Fam,5,2,2,0,5,1976,1138,3,GasA,Y,1287,0,2006,122413.076623741
5344,51,8520,1Fam,5,6,1,1,6,1910,658,2,GasA,Y,1494,0,2006,97936.5814256342
5345,60,20431,1Fam,4,7,1,0,5,1999,761,2,GasA,Y,1510,0,2007,153070.255436843
5346,44,13693,1Fam,7,7,1,0,5,2004,992,3,GasA,Y,1337,0,2008,165868.439116392
5347,60,6120,1Fam,6,5,1,1,9,1950,1026,1,GasA,Y,1196,0,2007,84681.010063842
5348,60,11457,1Fam,7,7,1,1,5,2007,1705,3,GasA,Y,1801,0,2010,292998.286299012
5349,72,11029,1Fam,7,6,2,0,7,1922,672,3,GasW,Y,1468,0,2007,155054.935949534
5350,120,5500,1Fam,8,6,2,1,9,1965,630,2,GasW,Y,1578,0,2008,159202.019352414
5351,52,9200,1Fam,4,8,2,0,7,1880,1442,3,GasA,Y,1605,0,2010,145678.060880996
5352,65,12030,Duplex,8,4,1,0,5,2005,1116,4,GasA,Y,1236,0,2007,195394.460031539
5353,102,6000,1Fam,5,6,2,0,8,1920,864,4,GasA,Y,864,0,2006,100945.199651292
5354,70,20896,1Fam,9,5,2,0,7,1964,1095,3,GasA,Y,1040,0,2009,211771.119606086
5355,60,11888,TwnhsE,7,8,1,0,4,2005,1350,3,GasA,Y,1692,0,2009,227986.980826263
5356,60,8461,TwnhsE,9,5,1,0,6,2005,756,2,GasW,Y,816,0,2009,199936.180436826
5357,88,7200,1Fam,5,7,1,1,6,1948,1056,3,GasW,Y,1915,0,2009,148739.478818886
5358,,5925,TwnhsE,7,5,1,1,8,1965,1728,3,GasA,Y,1636,0,2007,178270.54577832
5359,58,3922,1Fam,8,8,1,1,5,1985,672,3,GasA,Y,1482,0,2006,183243.573198293
5360,,8475,Duplex,8,5,2,0,6,1915,1234,3,GasA,Y,2062,0,2007,239174.757908062
5361,77,7943,1Fam,4,5,3,1,7,2004,912,2,GasA,Y,2082,0,2009,182736.671407118
5362,52,13125,Duplex,7,5,1,1,6,1963,864,3,GasA,Y,3222,0,2006,231841.697450609
5363,67,8640,1Fam,7,5,1,0,6,1920,999,2,GasA,Y,1032,0,2008,96230.9169403131
5364,105,13710,1Fam,5,7,2,1,4,1960,804,2,GasA,Y,882,0,2007,158877.981242828
5365,70,13300,1Fam,6,5,1,0,5,2002,0,2,GasA,Y,861,0,2006,121458.054679942
5366,84,7060,1Fam,4,8,2,0,6,1979,1705,3,GasA,Y,864,0,2010,148382.390406201
5367,65,6435,TwnhsE,7,5,2,1,6,1996,1337,3,GasA,Y,1225,0,2009,173762.991605956
5368,73,5586,1Fam,6,8,1,2,8,1965,768,3,GasA,Y,1574,0,2007,122425.689602687
5369,88,7332,1Fam,7,5,2,0,7,2000,1188,3,GasA,Y,2643,0,2007,232410.108439121
5370,73,10530,1Fam,7,5,2,1,8,1964,1070,3,GasA,Y,1716,0,2009,227202.465980699
5371,60,16669,1Fam,5,5,2,0,8,1972,910,4,GasA,Y,1786,0,2007,168838.040840924
5372,55,6300,1Fam,5,7,1,1,5,1935,918,2,GasA,Y,1208,0,2009,107487.648073813
5373,103,14006,1Fam,5,5,2,0,6,1904,1379,3,GasA,Y,1178,0,2007,172942.117292199
5374,66,13418,1Fam,6,5,2,0,5,1990,1358,2,GasA,Y,1529,0,2009,155806.807219286
5375,71,9375,1Fam,2,5,2,1,7,1936,945,2,GasA,Y,899,648,2007,108622.085455673
5376,,45600,1Fam,7,5,2,0,5,1960,1128,6,GasA,Y,987,0,2007,194503.714626536
5377,70,8250,1Fam,7,5,2,1,9,1995,1425,3,GasA,Y,1387,0,2007,202356.26983676
5378,,8480,1Fam,4,6,1,1,5,1956,608,3,GasA,Y,1795,0,2010,122116.644776599
5379,50,11184,1Fam,5,5,1,1,6,1997,1029,4,GasA,Y,3493,0,2007,197317.203133747
5380,85,10000,1Fam,6,6,1,0,7,1995,1360,3,GasA,Y,1004,0,2010,154314.525026373
5381,72,10791,1Fam,6,5,1,1,10,1949,948,3,GasA,N,789,0,2009,127023.404396286
5382,86,10237,1Fam,5,5,2,1,8,1967,848,2,GasA,N,1208,0,2006,108673.176228187
5383,,10800,Twnhs,6,5,1,0,7,2009,1856,3,GasA,Y,1839,0,2007,217512.468959822
5384,60,14450,1Fam,9,9,1,0,6,2003,1838,3,GasA,Y,858,0,2006,324354.292756676
5385,21,11029,1Fam,7,7,2,0,6,1954,624,3,GasA,Y,1561,0,2009,129683.35939595
5386,144,50271,1Fam,8,5,2,1,9,1958,1416,3,GasA,Y,1511,0,2010,234902.149428517
5387,97,10267,Duplex,6,7,1,1,4,1958,982,3,GasA,Y,1801,0,2006,177775.999559419
5388,75,11694,1Fam,8,5,1,1,8,1958,793,2,GasA,Y,1339,0,2010,211379.500785427
5389,50,9600,TwnhsE,7,5,1,1,6,1957,1398,3,GasA,Y,1092,0,2007,136434.605328489
5390,82,11838,1Fam,7,6,1,1,8,1940,742,3,GasA,Y,1610,0,2009,148354.397980893
5391,78,9000,1Fam,8,9,1,0,8,1985,1008,3,GasA,Y,1728,0,2007,222851.770966541
5392,35,7535,1Fam,8,5,2,0,6,1965,848,3,GasA,Y,2022,0,2006,239988.94880668
5393,,13695,1Fam,7,7,1,1,6,1942,384,4,GasA,Y,1121,0,2007,102618.932098661
5394,100,8738,1Fam,5,5,2,0,11,2007,1258,3,GasA,Y,987,0,2007,109199.060727652
5395,70,8461,1Fam,6,5,2,1,10,1984,672,3,GasA,Y,1199,0,2007,149702.364169013
5396,52,12886,1Fam,6,7,2,1,7,2001,1522,2,GasA,Y,2610,0,2008,258405.071249513
5397,63,19296,1Fam,7,6,2,0,8,1988,1225,3,GasA,Y,894,0,2010,158170.337225383
5398,65,10200,1Fam,8,5,2,0,5,1940,1040,2,GasA,Y,990,0,2008,167842.607052118
5399,52,8520,1Fam,5,7,1,1,7,1948,816,0,GasA,Y,864,0,2008,110419.211590136
5400,75,8750,1Fam,8,5,2,0,6,1967,1004,3,GasA,Y,2519,0,2009,264557.699973106
5401,,10264,Twnhs,5,5,1,0,6,1919,1566,4,GasA,Y,987,0,2009,162080.020740163
5402,,9906,1Fam,7,5,1,0,7,1972,954,2,GasW,Y,2153,0,2010,175371.855996468
5403,90,11184,1Fam,9,5,1,0,6,2006,975,4,GasA,Y,1262,0,2008,232138.87455583
5404,,6380,1Fam,5,4,2,0,5,1928,728,2,GasA,Y,1096,0,2009,117964.476492928
5405,90,5310,TwnhsE,5,6,1,0,4,2003,1304,5,GasA,N,864,0,2006,117246.886155033
5406,75,4058,1Fam,5,5,2,0,5,1925,710,3,GasA,Y,803,0,2008,81530.0771474101
5407,76,12665,1Fam,10,8,2,1,4,2009,1187,3,GasA,Y,1218,0,2009,252507.491921612
5408,67,14175,1Fam,6,8,2,1,6,1971,1041,2,GasA,Y,1445,0,2008,111046.439597069
5409,48,7590,1Fam,5,5,1,0,7,2003,1686,4,GasA,Y,1080,0,2009,174832.604304707
5410,75,9600,2fmCon,6,5,2,0,7,1960,702,3,GasA,Y,2285,0,2006,168140.852918792
5411,69,6435,1Fam,7,5,1,1,6,2008,855,3,GasA,Y,2030,0,2006,174384.59511267
5412,93,9101,1Fam,5,5,1,1,4,1973,710,4,GasA,Y,1040,0,2010,107264.727555156
5413,60,16905,1Fam,3,7,2,0,6,1978,732,3,GasA,Y,935,0,2009,112797.260213162
5414,88,12640,1Fam,7,5,1,0,5,2004,0,3,GasA,Y,1666,0,2007,195977.414871682
5415,67,7922,1Fam,4,7,1,0,4,1940,483,3,GasA,Y,1063,0,2008,76828.4932925888
5416,21,6000,1Fam,5,5,2,0,8,1990,1056,3,GasA,Y,2097,0,2008,154579.017522253
5417,,10400,1Fam,4,5,3,0,5,1963,709,3,GasA,Y,987,0,2007,99517.691739729
5418,,9900,1Fam,6,6,1,1,5,1941,2392,3,GasA,Y,1252,0,2010,219218.594820355
5419,72,8400,1Fam,8,4,2,0,8,1971,1057,3,GasA,Y,1203,0,2009,175613.555732925
5420,60,8172,1Fam,7,4,1,1,8,2006,1424,2,GasA,Y,1469,0,2009,209017.476227672
5421,65,12384,1Fam,7,5,1,1,6,1920,1040,3,GasA,Y,1110,0,2007,180423.255185049
5422,55,10800,1Fam,8,6,2,0,10,2005,866,3,GasA,Y,1844,0,2009,239358.906768327
5423,80,8520,1Fam,6,5,2,0,8,1900,683,3,GasA,Y,1776,0,2009,170621.455125796
5424,90,8012,1Fam,4,5,2,0,5,1993,1065,3,GasA,Y,1092,0,2007,127039.022247019
5425,50,10011,1Fam,6,5,2,1,6,1916,1734,3,GasA,Y,1836,0,2009,149606.961291858
5426,60,10634,1Fam,6,3,2,0,5,1947,1144,3,GasA,Y,1525,0,2008,125120.099110791
5427,96,7018,TwnhsE,7,5,1,0,6,1952,1053,3,GasA,Y,1940,0,2009,221560.565701144
5428,78,5500,1Fam,5,6,2,0,5,1976,702,6,GasA,Y,1092,0,2010,84256.5815536345
5429,69,14157,1Fam,8,5,2,0,7,2003,1431,2,GasA,Y,904,0,2006,293021.427690411
5430,,9313,1Fam,6,6,2,0,10,1976,616,2,GasA,Y,1484,0,2006,171189.985880191
5431,65,3180,Twnhs,6,8,2,1,4,1965,2109,4,GasA,Y,1355,0,2010,141882.775225747
5432,70,4800,1Fam,5,5,2,1,5,1923,1582,3,GasA,Y,1456,0,2006,153230.162767037
5433,70,6120,1Fam,7,4,2,0,4,1995,872,3,GasA,Y,1057,0,2006,118545.97001282
5434,74,13265,1Fam,7,6,1,1,7,1992,1856,3,GasA,Y,1471,0,2007,215501.381188184
5435,120,9018,1Fam,7,5,1,0,7,1974,649,2,GasA,Y,1225,0,2008,165976.45148861
5436,84,8400,1Fam,6,6,2,0,4,1974,1088,4,GasA,Y,1644,0,2006,163949.268135068
5437,74,10800,1Fam,5,5,2,0,5,1979,735,4,GasA,Y,1533,0,2008,139268.31113424
5438,59,7596,Duplex,7,4,2,0,6,2001,864,3,GasA,Y,2013,0,2006,190980.534285743
5439,55,5520,1Fam,5,5,2,0,7,1965,858,3,GasA,Y,1682,0,2007,112795.330553218
5440,87,9000,1Fam,7,5,1,0,7,2004,896,2,GasA,Y,1108,0,2010,193675.031753945
5441,50,10207,1Fam,5,7,1,1,6,1958,1026,1,GasA,Y,1976,0,2009,163186.406694075
5442,55,1300,1Fam,5,5,1,0,6,2002,1281,1,GasA,Y,1301,0,2006,151457.740669614
5443,24,11717,1Fam,5,7,2,1,12,1920,264,3,GasA,Y,1040,0,2008,151041.17917171
5444,21,10000,2fmCon,7,7,2,1,8,2005,1362,3,GasA,Y,1625,0,2010,230901.318639104
5445,76,8712,1Fam,5,7,2,1,10,1978,1466,3,GasA,Y,2270,0,2007,213876.099007603
5446,75,8544,1Fam,7,7,1,0,6,2005,1062,2,GasA,Y,1850,0,2007,249890.286067742
5447,70,10628,1Fam,8,5,1,0,9,1972,710,3,GasA,Y,1664,0,2006,153999.959378223
5448,43,2665,1Fam,5,7,2,1,12,1999,1160,3,GasA,Y,1869,0,2007,166450.201633826
5449,85,14948,1Fam,8,9,2,0,9,1941,1234,3,GasA,Y,864,0,2006,133849.92776009
5450,,8475,1Fam,7,7,2,0,5,2006,1719,4,GasA,Y,1466,0,2009,238467.606471809
5451,,15611,1Fam,8,5,1,0,5,1949,0,3,GasA,Y,2028,0,2010,207637.880634472
5452,,7200,1Fam,7,6,2,1,3,2003,970,2,GasA,Y,789,0,2009,153405.754668418
5453,,10004,1Fam,8,5,2,0,6,1996,948,3,GasA,Y,2069,0,2008,244168.744404333
5454,65,8125,1Fam,6,5,2,0,7,1988,1419,3,GasA,Y,1664,0,2006,171208.582817313
5455,24,10237,1Fam,8,5,1,0,8,2004,948,3,GasA,Y,910,0,2007,154769.357164679
5456,78,3000,1Fam,6,7,2,0,7,1955,1362,4,GasA,Y,1385,0,2010,129728.959351754
5457,60,12435,1Fam,6,7,2,1,7,1998,1214,2,GasA,Y,752,0,2006,169774.447587681
5458,50,9100,1Fam,6,5,1,0,6,1996,728,3,GasA,Y,825,0,2010,128472.316629252
5459,,10240,1Fam,6,5,2,1,5,1928,2042,3,GasA,Y,1716,0,2006,149972.749982414
5460,65,8899,1Fam,6,5,2,0,7,2005,855,3,GasA,Y,1164,0,2008,140963.15464772
5461,85,2117,1Fam,7,5,1,2,6,1962,1947,4,GasA,Y,1774,0,2008,178732.934602397
5462,120,13869,1Fam,5,5,1,0,5,1930,1095,3,GasA,Y,2668,0,2008,191885.881542752
5463,,8121,TwnhsE,8,5,1,0,5,2003,683,2,GasA,Y,864,0,2008,204322.597962852
5464,67,8500,1Fam,3,5,1,0,4,1964,764,4,GasA,Y,858,0,2006,75583.260164172
5465,,8530,1Fam,5,5,2,0,9,1961,1080,3,GasA,Y,999,0,2007,144022.853430943
5466,103,10552,2fmCon,5,9,2,1,10,1965,1516,3,GasA,Y,864,0,2006,168787.617951565
5467,47,8730,1Fam,7,6,2,0,7,1977,2216,3,GasA,Y,2172,0,2008,235433.381378564
5468,105,9548,1Fam,5,7,1,0,7,1970,3094,3,GasA,Y,1582,0,2007,220981.606970266
5469,60,2117,1Fam,5,9,1,1,6,1995,992,3,GasA,Y,1176,0,2009,150754.856052231
5470,74,10000,1Fam,6,5,2,0,8,2003,686,3,GasA,Y,969,0,2009,143272.996438362
5471,24,8121,1Fam,8,7,2,1,8,1977,1922,2,GasA,Y,1767,0,2007,281789.986777716
5472,74,6000,1Fam,6,8,1,1,7,2006,384,3,GasA,Y,1682,0,2008,180146.345498991
5473,58,16059,1Fam,6,6,1,1,7,1980,996,3,GasA,Y,1120,0,2006,165029.800885316
5474,60,12220,1Fam,7,7,2,0,9,2002,504,4,GasA,Y,1473,0,2006,156479.344880584
5475,84,10634,1Fam,7,5,2,0,7,1994,1347,2,GasA,Y,1489,0,2010,172005.644584168
5476,79,8235,1Fam,4,6,2,0,5,1992,1029,2,GasA,Y,1456,0,2007,148013.307947949
5477,72,6780,1Fam,5,7,2,0,5,2002,600,2,GasA,Y,752,0,2007,135943.393615811
5478,60,5684,1Fam,5,6,2,0,6,1964,1262,3,GasA,Y,1800,0,2010,153475.13611692
5479,,10206,Twnhs,5,5,2,1,5,1978,1040,4,GasA,Y,1208,0,2009,158448.258066655
5480,44,45600,1Fam,3,7,1,0,8,1940,1188,3,GasA,Y,2612,0,2007,238712.87456639
5481,70,11787,1Fam,8,5,1,0,8,1946,1008,5,GasA,Y,1422,0,2007,171755.97069711
5482,,12274,1Fam,5,5,1,0,5,1949,864,4,GasA,Y,1347,0,2009,150264.18505665
5483,72,8846,TwnhsE,8,5,2,0,8,1993,816,2,GasA,Y,1950,0,2009,241175.463628816
5484,99,7018,1Fam,4,8,1,0,8,1965,756,3,GasA,Y,1432,0,2007,133760.474147069
5485,,4043,TwnhsE,4,7,2,0,8,1951,600,3,GasA,Y,1535,0,2008,92714.5120348798
5486,44,4456,1Fam,6,5,2,0,6,1964,1484,2,GasA,Y,1200,0,2009,181378.349776306
5487,70,9947,1Fam,6,5,1,0,12,1954,1417,3,GasA,Y,816,0,2006,169929.485214907
5488,70,6120,1Fam,7,5,1,0,5,1925,729,2,GasA,Y,1496,0,2009,122604.501492452
5489,60,7175,1Fam,5,5,2,0,7,1945,1626,5,GasA,Y,1721,0,2006,150487.568269793
5490,64,25419,1Fam,7,4,1,0,7,1928,1164,3,GasA,Y,1768,0,2010,173336.373524924
5491,,10463,1Fam,7,6,1,0,5,2001,908,3,GasA,Y,1394,0,2009,181377.061535859
5492,59,9416,1Fam,7,6,1,0,7,1999,1650,2,GasW,Y,2158,0,2010,271962.403364098
5493,64,12227,1Fam,6,7,1,0,6,1996,764,2,GasA,N,3228,0,2006,199750.910843682
5494,,7060,1Fam,6,5,2,1,6,1957,1210,4,GasA,Y,1352,0,2006,152047.230366947
5495,,9320,1Fam,8,5,2,0,9,1977,651,2,GasA,Y,1526,0,2006,177153.747106335
5496,51,3180,1Fam,8,6,2,0,7,1954,783,1,GasA,Y,1015,0,2007,164099.810030547
5497,85,8777,TwnhsE,6,5,1,0,5,1998,1260,2,GasA,Y,1635,0,2008,190836.042911576
5498,80,9600,1Fam,8,7,2,0,5,1965,780,3,GasA,Y,4676,0,2010,348506.969254159
5499,120,11341,1Fam,9,3,1,0,8,2009,689,2,GasA,Y,1742,0,2009,223444.154721421
5500,,10380,Twnhs,7,5,1,1,7,1977,768,3,GasA,Y,1200,0,2010,143830.437093082
5501,,7200,1Fam,5,6,2,1,6,1948,956,2,GasA,Y,1954,0,2006,204231.020811979
5502,,1680,1Fam,6,5,1,0,6,1969,1028,4,GasA,Y,1291,0,2006,138543.850171615
5503,81,7134,TwnhsE,7,5,1,1,6,1927,864,3,GasA,Y,1600,0,2007,125871.751098053
5504,43,13346,TwnhsE,5,5,1,1,7,1900,1039,3,GasA,Y,1428,0,2007,125977.152387367
5505,,17423,1Fam,5,8,1,1,5,1952,1240,3,GasA,Y,1446,0,2008,171945.697372717
5506,,12665,1Fam,5,5,1,1,6,2003,912,3,GasA,Y,848,0,2008,129092.710903176
5507,149,11241,1Fam,5,5,1,1,5,1951,1248,3,GasA,Y,1670,0,2008,157650.961000484
5508,83,9135,1Fam,5,5,0,1,6,1937,2223,3,GasA,Y,630,0,2009,146842.139656406
5509,57,3182,1Fam,8,5,1,1,6,1954,894,3,GasA,Y,1684,0,2007,191697.695731905
5510,43,6000,1Fam,6,5,2,0,6,2009,980,3,GasA,Y,2142,0,2006,170912.241020881
5511,74,20431,1Fam,7,8,0,1,7,1968,686,4,GasA,Y,1096,0,2006,143676.462662562
5512,70,6240,1Fam,5,5,1,0,4,1906,777,2,GasA,Y,729,0,2009,76769.4433477115
5513,90,8521,Twnhs,6,5,2,1,10,1997,1452,3,GasA,Y,1744,0,2010,189409.448890249
5514,75,8885,1Fam,6,8,1,0,6,1960,912,3,GasA,Y,1468,0,2009,168515.239203153
5515,,11316,1Fam,7,5,2,0,10,2009,1860,2,GasA,Y,2132,0,2008,257449.100946577
5516,80,9600,1Fam,6,5,2,1,5,1930,1157,2,GasA,Y,1472,0,2009,177414.916027276
5517,75,6442,TwnhsE,7,5,2,1,11,1957,1686,2,GasA,Y,1419,0,2006,175497.735400617
5518,103,16259,1Fam,5,5,3,0,5,1976,780,2,GasA,Y,1824,0,2009,161211.550473072
5519,72,17920,1Fam,5,4,2,0,5,1946,697,2,GasA,Y,2030,0,2009,162104.654180039
